"Filename";"Name";"Date";"Style";"Genre";"Tags";"Artist"
"untitled-1938";"Untitled";1938;"Neoclassicism";"mythological painting";"('allegories-and-symbols', 'female-nude', 'couples', 'male-nude', 'seas-and-oceans', 'Figure drawing', 'Sketch')";"Pablo Picasso"
"head-of-woman-1923";"Head of woman";1923;"Neoclassicism";"portrait";"('female-portraits', 'Face', 'Head', 'Chin', 'Cheek', 'Forehead')";"Pablo Picasso"
"woman-with-mandolin-1909";"Woman with mandolin";1909;"Analytical Cubism";;"()";"Pablo Picasso"
"female-nude-in-the-garden-1934";"Female nude in the garden";1934;"Surrealism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"a-simple-meal-1904-1";"A simple meal";1904;"Naïve Art (Primitivism)";;"('families', 'mealtimes', 'Sketch')";"Pablo Picasso"
"dream-and-lie-of-franco-1937-1";"Dream and Lie of Franco";1937;"Surrealism";"symbolic painting";"('allegories-and-symbols', 'Francisco Franco', 'Spanish Civil War', 'Organism')";"Pablo Picasso"
"the-embrace-1903";"The Embrace";1903;"Post-Impressionism";;"('female-nude', 'couples', 'male-nude', 'Figure drawing', 'Male')";"Pablo Picasso"
"untitled-1920";"Untitled";1920;"Cubism";"still life";"('dishware-and-cutlery', 'food-and-beverages')";"Pablo Picasso"
"woman-by-the-dresser-1936-1";"Woman by the dresser";1936;"Surrealism";;"('furniture-and-decoration', 'women-and-mirrors')";"Pablo Picasso"
"two-nude-women-1920";"Two nude women";1920;"Neoclassicism";"sketch and study";"('female-nude', 'Sketch', 'Figure drawing', 'Human')";"Pablo Picasso"
"harlequin-with-his-hands-crossed-jacinto-salvado-1923";"Harlequin with his hands crossed (Jacinto Salvado)";1923;"Post-Impressionism";"portrait";"('male-portraits', 'famous-people', 'Harlequin', 'Jacinto Salvado', 'actors-and-performances')";"Pablo Picasso"
"woman-leaning-ahead-1904";"Woman leaning ahead";1904;"Symbolism";"portrait";"('female-portraits', 'characters-and-emotions', 'Tree')";"Pablo Picasso"
"girl-in-a-hat-with-her-arms-crossed";"Girl in a hat with her arms crossed";1920;"Neoclassicism";"portrait";"('female-portraits', 'Lady')";"Pablo Picasso"
"man-and-woman-with-child-in-cafe-1903";"Man and woman with child in café";1903;"Expressionism";;"('families', 'couples', 'cafes-and-restaurants', 'Sketch', 'Interaction')";"Pablo Picasso"
"a-blue-vase-1903";"A blue vase";1903;"Symbolism";"still life";"('dishware-and-cutlery', 'Turquoise')";"Pablo Picasso"
"the-absinthe-drinker-1901";"The Absinthe Drinker";1901;"Expressionism";;"()";"Pablo Picasso"
"algerian-women-delacroix-1955";"Algerian women (Delacroix)";1955;"Cubism";;"('female-nude', 'leisure-and-sleep')";"Pablo Picasso"
"interior-with-easel-1926";"Interior with easel";1926;"Cubism";"interior";"('arts-and-crafts', 'furniture-and-decoration')";"Pablo Picasso"
"seated-woman-on-wooden-chair-1941";"Seated woman on wooden chair";1941;"Surrealism";"portrait";"('female-portraits')";"Pablo Picasso"
"matador-1970";"Matador";1970;"Cubism";"portrait";"('male-portraits')";"Pablo Picasso"
"the-girls-of-avignon-1907";"The girls of Avignon";1907;"Cubism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"family-of-acrobats-study-1905";"Family of acrobats (study)";1905;"Expressionism";;"('animals', 'horses', 'walking', 'actors-and-performances')";"Pablo Picasso"
"au-bon-marche-1913";"Au bon marche";1913;"Synthetic Cubism";"still life";"('newspapers', 'Font')";"Pablo Picasso"
"portrait-of-a-lady-1925";"Portrait of a Lady";1928;"Surrealism";;"('Fashion illustration')";"Pablo Picasso"
"the-bread-carrier-1905";"The bread carrier";1905;"Expressionism";;"('handwork')";"Pablo Picasso"
"untitled-1939-4";"Untitled";1939;"Surrealism";"portrait";"('female-portraits')";"Pablo Picasso"
"spaniard-1906";"Spaniard";1906;"Expressionism";"portrait";"('female-portraits', 'Lady')";"Pablo Picasso"
"portrait-of-madame-patri-1918";"Portrait of Madame Patri";1918;"Expressionism";"sketch and study";"('male-portraits', 'Sketch', 'Lady', 'Figure drawing')";"Pablo Picasso"
"untitled-1970-2";"Untitled";1970;"Expressionism";;"('conversations')";"Pablo Picasso"
"self-portrait-1906";"Self-Portrait";1906;"Expressionism";"self-portrait";"('arts-and-crafts', 'male-portraits', 'famous-people', 'Pablo-Picasso', 'Lady', 'Cheek')";"Pablo Picasso"
"woman-with-straw-hat-on-flowery-background-1938";"Woman with straw hat on flowery background";1938;"Surrealism";"portrait";"('female-portraits', 'Head', 'Cheek', 'Pink')";"Pablo Picasso"
"boy-with-a-langosta-1941";"Boy with a langosta";1941;"Surrealism";;"('children')";"Pablo Picasso"
"friendship-1908";"Friendship";1908;"Analytical Cubism";;"('male-nude', 'walking')";"Pablo Picasso"
"bust-of-woman-1907";"Bust of woman";1907;"Expressionism";"portrait";"('female-portraits', 'Face', 'Head', 'Nose', 'Cheek', 'Chin')";"Pablo Picasso"
"three-women-at-a-fountain-1921-1";"Three women at a fountain";1921;"Neoclassicism";;"('leisure-and-sleep')";"Pablo Picasso"
"souvenir-from-havre-1912";"Souvenir from Havre";1912;"Analytical Cubism";"still life";"('dishware-and-cutlery', 'masks-and-fans', 'words')";"Pablo Picasso"
"woman-in-white-1923";"Woman in white";1923;"Neoclassicism";"portrait";"('female-portraits', 'Sketch', 'Figure drawing', 'Forehead')";"Pablo Picasso"
"blind-minotaur-is-guided-by-girl-1934";"Blind Minotaur is guided by girl";1934;"Surrealism";"mythological painting";"('Greek-and-Roman-Mythology', 'Minotaur', 'Organism')";"Pablo Picasso"
"man-with-mandolin-1920";"Man with mandolin";1920;"Cubism";;"('musical-instruments', 'Font')";"Pablo Picasso"
"female-nude";"Female nude";1908;"Analytical Cubism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"the-man-with-a-pipe-1968";"The Man with a Pipe";1968;"Surrealism";;"()";"Pablo Picasso"
"still-life-with-lamp-1944";"Still life with lamp";1944;"Surrealism";"still life";"('lamps-and-candles', 'dishware-and-cutlery')";"Pablo Picasso"
"woman-in-a-shawl-1902";"Woman in a shawl";1902;"Expressionism";"portrait";"('female-portraits', 'Face')";"Pablo Picasso"
"portrait-of-diaghilev-and-seligsberg-1917";"Portrait of Diaghilev and Seligsberg";1917;"Expressionism";"portrait";"('male-portraits', 'famous-people', 'Sergei Diaghilev', 'Alfred Seligsberg', 'Photograph', 'Standing', 'Sitting', 'Male', 'Arm', 'Sketch')";"Pablo Picasso"
"head-of-hurdy-gurdy-1905";"Head of hurdy-gurdy";1905;"Expressionism";"portrait";"('male-portraits')";"Pablo Picasso"
"female-nude-from-back-1895";"Female nude from back";1895;"Realism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"the-guitar-1916";"The guitar";1916;"Synthetic Cubism";"still life";"('musical-instruments')";"Pablo Picasso"
"guitar-sheet-music-and-wine-glass-1912";"Guitar, Sheet music and Wine glass";1912;"Synthetic Cubism";"still life";"('dishware-and-cutlery', 'musical-instruments')";"Pablo Picasso"
"pedestal-1914";"Pedestal";1914;"Synthetic Cubism";"still life";"('furniture-and-decoration', 'newspapers')";"Pablo Picasso"
"woman-reading-olga-1920-1";"Woman reading (Olga)";1920;"Neoclassicism";;"('reading-and-writing', 'Lady')";"Pablo Picasso"
"nudes-and-bust-1933";"Nudes and bust";1933;"Neoclassicism";"nude painting (nu)";"('female-nude', 'monuments-and-statues')";"Pablo Picasso"
"still-life-with-stone-1924";"Still life with stone";1924;"Academicism";"poster";"('musical-instruments', 'Adonis', 'Acoustic guitar')";"Pablo Picasso"
"crossind-seine-on-the-upper-deck-1901";"Crossind Seine on the upper deck";1901;"Impressionism";;"('roads-and-vehicles', 'Paris', 'Seine')";"Pablo Picasso"
"untitled-1939-8";"Untitled";1939;"Surrealism";"portrait";"('female-portraits')";"Pablo Picasso"
"standing-female-nude-1906";"Standing female nude";1906;"Expressionism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"stuffed-shirts-1900";"Stuffed shirts";1900;"Impressionism";;"('actors-and-performances')";"Pablo Picasso"
"night-fishing-at-antibes-1939";"Night fishing at Antibes";1939;"Surrealism";;"('allegories-and-symbols', 'fishing', 'flying')";"Pablo Picasso"
"portrait-of-nusch-eluard-1941";"Portrait of Nusch éluard";1941;"Expressionism";"nude painting (nu)";"('famous-people', 'female-nude', 'Nusch éluard', 'Face', 'Head', 'Lady', 'Cheek', 'Chin', 'Lip')";"Pablo Picasso"
"woman-in-blue-1902-1";"Woman in blue";1902;"Expressionism";"portrait";"('female-portraits', 'characters-and-emotions', 'Lady')";"Pablo Picasso"
"peasants-1906";"Peasants";1906;"Symbolism";;"('countryside', 'walking')";"Pablo Picasso"
"crouching-female-nude-1959";"Crouching female nude";1959;"Cubism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"seated-woman-1909";"Seated woman";1909;"Expressionism";"portrait";"('female-portraits')";"Pablo Picasso"
"family-1965";"Family";1965;"Surrealism";"portrait";"('family-portraits', 'Sketch')";"Pablo Picasso"
"fruit-dish-1912";"Fruit dish";1912;"Cubism";"still life";"('dishware-and-cutlery')";"Pablo Picasso"
"self-portrait-1917";"Self-Portrait";1917;"Expressionism";"self-portrait";"('male-portraits', 'famous-people', 'Pablo-Picasso', 'Face', 'Sketch', 'Chin', 'Head', 'Forehead', 'Nose', 'Eyebrow', 'Cheek')";"Pablo Picasso"
"untitled-1971-1";"Untitled";1971;"Expressionism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"painter-and-his-model-1927";"Painter and his model";1927;"Cubism";;"('arts-and-crafts', 'furniture-and-decoration', 'artists-and-models', 'Text', 'Line', 'Font')";"Pablo Picasso"
"head-of-a-man";"Head of a man";1907;"Naïve Art (Primitivism)";"portrait";"('male-portraits', 'Face', 'Head')";"Pablo Picasso"
"dying-bull-1934";"Dying bull";1934;"Surrealism";"animal painting";"('animals', 'bulls', 'birth-and-death', 'Black rhinoceros', 'Triceratops', 'Rhinoceros')";"Pablo Picasso"
"portrait-of-jacqueline-roque-with-her-hands-crossed-1954";"Portrait of Jacqueline Roque with her hands crossed";1954;"Cubism";"portrait";"('male-portraits')";"Pablo Picasso"
"female-bust";"Female bust";1907;"Cubism";"nude painting (nu)";"('female-nude', 'Face', 'Orange')";"Pablo Picasso"
"hurdy-gurdy-1905";"Hurdy-gurdy";1905;"Symbolism";;"('musical-instruments', 'actors-and-performances')";"Pablo Picasso"
"the-pool-of-tuileries-1901";"The pool of Tuileries";1901;"Post-Impressionism";;"('children', 'games-and-toys', 'fountains-and-pools')";"Pablo Picasso"
"lovers-1904";"Lovers";1904;"Expressionism";;"('female-nude', 'couples', 'male-nude', 'Sketch', 'Figure drawing')";"Pablo Picasso"
"ulysses-and-sirens-1946";"Ulysses and sirens";1946;"Surrealism";"mythological painting";"('allegories-and-symbols', 'Odysseus/Ulysses', 'Sirens')";"Pablo Picasso"
"portrait-of-fernande-olivier-1909";"Portrait of Fernande Olivier";1909;"Cubism";"portrait";"()";"Pablo Picasso"
"figures-at-the-seaside-1931";"Figures at the Seaside";1931;"Surrealism";;"('couples', 'Human body', 'Beach')";"Pablo Picasso"
"the-girls-of-avignon-study-1907-1";"The girls of Avignon (study)";1907;"Expressionism";"sketch and study";"('female-nude', 'Sketch', 'Figure drawing')";"Pablo Picasso"
"maya-with-boat-1938";"Maya with boat";1938;"Surrealism";;"('children', 'games-and-toys', 'Graphic design')";"Pablo Picasso"
"the-greedy-1901";"The Greedy";1901;"Expressionism";;"('children', 'mealtimes', 'Lady')";"Pablo Picasso"
"bull-study-1946";"Bull (study)";1946;"Cubism";"sketch and study";"('animals', 'bulls', 'Umbrella')";"Pablo Picasso"
"the-cries-of-virgins-1900";"The cries of virgins";1900;"Art Nouveau (Modern)";"nude painting (nu)";"('female-nude', 'Sketch', 'Figure drawing', 'Long hair')";"Pablo Picasso"
"madame-soler-1905";"Madame Soler";1905;"Expressionism";"portrait";"('female-portraits', 'Lady')";"Pablo Picasso"
"the-abduction-of-sabines-1962-1";"The Abduction of Sabines";1962;"Surrealism";"history painting";"('allegories-and-symbols', 'Rome', 'horsemen', 'crimes', 'Rape of the Sabine Women', 'Mythology')";"Pablo Picasso"
"bust-of-woman-1943";"Bust of woman";1943;"Surrealism";"portrait";"('female-portraits', 'Fictional character')";"Pablo Picasso"
"seated-bather-1930";"Seated bather";1930;"Surrealism";"nude painting (nu)";"('female-nude', 'Orange')";"Pablo Picasso"
"the-minotauromachie-1935";"Minotauromachy";1935;"Neoclassicism";"mythological painting";"('animals', 'Greek-and-Roman-Mythology', 'horses', 'bulls', 'Minotaur')";"Pablo Picasso"
"head-1";"Head";1938;"Surrealism";"portrait";"('male-portraits', 'characters-and-emotions')";"Pablo Picasso"
"female-nude-near-the-garden-1956";"Female nude near the garden";1956;"Cubism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"candle-palette-head-of-red-bull-1938-1";"Candle, palette, head of red bull";1938;"Surrealism";"still life";"('animals', 'arts-and-crafts', 'lamps-and-candles', 'bulls')";"Pablo Picasso"
"marie-therese-leaning-1939";"Marie-Therese leaning";1939;"Surrealism";"portrait";"('female-portraits', 'Marie-Thérèse Walter', 'Face', 'Cheek', 'Nose', 'Head', 'Forehead', 'Chin')";"Pablo Picasso"
"vase-with-flowers-1943";"Vase with flowers";1943;"Cubism";"still life";"('flowers-and-plants', 'Still life photography')";"Pablo Picasso"
"the-luncheon-on-the-grass-1962";"The Luncheon on the Grass";1962;"Surrealism";;"('allegories-and-symbols', 'female-nude', 'mealtimes', 'conversations')";"Pablo Picasso"
"the-abduction-of-sabines-1962";"The Abduction of Sabines";1962;"Surrealism";"history painting";"('allegories-and-symbols', 'Rome', 'crimes', 'Rape of the Sabine Women')";"Pablo Picasso"
"nude-youth-1906";"Nude Youth";1906;"Post-Impressionism";"nude painting (nu)";"('male-nude', 'Standing', 'Male', 'Barechested')";"Pablo Picasso"
"quarries-1896";"Quarries";1896;"Realism";"landscape";"('cliffs-and-rocks', 'Rock', 'Formation', 'Outcrop', 'Geology', 'Bedrock', 'Geological phenomenon')";"Pablo Picasso"
"young-woman-1909";"Young Woman";1909;"Cubism";;"()";"Pablo Picasso"
"the-kiss-1925";"The Kiss";1925;"Surrealism";;"('allegories-and-symbols', 'couples')";"Pablo Picasso"
"olga-in-a-mantilla-1917";"Olga in a Mantilla";1917;"Realism";"portrait";"('female-portraits', 'Olga Khokhlova', 'Lady', 'Headpiece')";"Pablo Picasso"
"female-nude-1941";"Female nude";1941;"Cubism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"frauenkopf-1908";"Frauenkopf";1908;"Cubism";"portrait";"()";"Pablo Picasso"
"bulls-head-1942";"Bull's Head";1942;"Surrealism";"sculpture";"('Horn', 'Antler', 'Antelope', 'Still life photography', 'Cow-goat family')";"Pablo Picasso"
"still-life-with-table-1906";"Still life with Table";1906;"Post-Impressionism";"still life";"('pictures-and-drafts', 'dishware-and-cutlery', 'Still life photography')";"Pablo Picasso"
"bull-plate-x-1946";"Bull (plate X)";1946;"Cubism";"animal painting";"('animals', 'bulls', 'Line')";"Pablo Picasso"
"dutch-girl-1905";"Dutch girl";1905;"Realism";"nude painting (nu)";"('female-nude', 'Lady')";"Pablo Picasso"
"the-buffet-of-catalan-1943";"The buffet of 'Catalan'";1943;"Surrealism";"still life";"('allegories-and-symbols', 'Still life photography')";"Pablo Picasso"
"reclining-woman-1954";"Reclining woman";1954;"Surrealism";"nude painting (nu)";"('female-nude', 'Relief')";"Pablo Picasso"
"boy-leading-a-horse-1906";"Boy leading a horse";1906;"Expressionism";;"('animals', 'children', 'horses', 'Male', 'Human', 'Horse trainer', 'Horse')";"Pablo Picasso"
"portrait-of-allan-stein-1906";"Portrait of Allan Stein";1906;"Post-Impressionism";"portrait";"('male-portraits', 'Chin')";"Pablo Picasso"
"the-fall-of-icarus";"The Fall of Icarus";1958;"Symbolism";"mythological painting";"('Greek-and-Roman-Mythology', 'Icarus', 'Brown')";"Pablo Picasso"
"woman-with-hat-1943";"Woman with hat";1943;"Expressionism";"portrait";"('female-portraits', 'Face', 'Head', 'Lady', 'Cheek', 'Chin', 'Nose')";"Pablo Picasso"
"standing-young-nude-1904";"Standing young nude";1904;"Symbolism";"nude painting (nu)";"('female-nude')";"Pablo Picasso"
"the-fourteenth-of-july-1901";"The Fourteenth of July";1901;"Post-Impressionism";;"('celebrations-and-festivals', 'Paris')";"Pablo Picasso"
"woman-by-the-window-1936";"Woman by the window";1936;"Surrealism";"portrait";"('female-portraits')";"Pablo Picasso"
"female-nude-in-profile-1906";"Female nude in profile";1906;"Post-Impressionism";"nude painting (nu)";"('female-nude', 'Figure drawing', 'Sketch', 'Joint', 'Shoulder', 'Arm', 'Human')";"Pablo Picasso"
"artist-s-son-1925";"Artist's son";1925;"Expressionism";"portrait";"('male-portraits', 'children portraits', 'Face', 'Hair', 'Cheek', 'Head', 'Eyebrow', 'Chin', 'Nose', 'Forehead')";"Pablo Picasso"
"group-of-poor-people-1903";"Group of poor people";1903;"Expressionism";;"('characters-and-emotions', 'Sketch')";"Pablo Picasso"
"painter-and-his-model";"Painter and his model";1963;"Surrealism";;"('animals', 'arts-and-crafts', 'dogs', 'female-nude', 'studios-and-workshops', 'artists-and-models')";"Pablo Picasso"
"self-portrait-1906-2";"Self-Portrait";1906;"Expressionism";"self-portrait";"('male-portraits', 'famous-people', 'Pablo-Picasso', 'Face', 'Head', 'Forehead', 'Cheek')";"Pablo Picasso"
"untitled-1937-1";"Untitled";1937;"Surrealism";"still life";"('fruits-and-vegetables', 'dishware-and-cutlery')";"Pablo Picasso"
"still-life-with-fishing-net-1925";"Still life with fishing net";1925;"Surrealism";"still life";"('clothing-and-textile', 'dishware-and-cutlery')";"Pablo Picasso"
"bull-plate-vi-1945";"Bull (plate VI)";1945;"Cubism";"animal painting";"('animals', 'bulls', 'monochrome', 'Monochrome photography', 'Organism')";"Pablo Picasso"
"couple-of-dancers-1915";"Couple of dancers";1915;"Synthetic Cubism";;"('couples')";"Pablo Picasso"
"sleep-1932";"Sleep";1932;"Surrealism";"nude painting (nu)";"('female-nude', 'leisure-and-sleep', 'Elephant', 'Elephants and Mammoths', 'Nose')";"Pablo Picasso"
"reclining-woman-1932-1";"Reclining woman";1932;"Surrealism";"nude painting (nu)";"('female-nude', 'Marie-Thérèse Walter')";"Pablo Picasso"
"nude-with-her-hands-pressed-to-each-other-1906";"Nude with her hands pressed to each other";1906;"Post-Impressionism";"nude painting (nu)";"('female-nude', 'Head', 'Chin', 'Nose', 'Cheek', 'Male', 'Chest')";"Pablo Picasso"
"nude-figure";"Nude figure";1910;"Analytical Cubism";"nude painting (nu)";"('female-nude', 'Relief')";"Pablo Picasso"
"motherhood-1901";"Motherhood";1901;"Post-Impressionism";;"('mother-and-child')";"Pablo Picasso"
"untitled-1936-8";"Untitled";1936;"Neoclassicism";"symbolic painting";"('allegories-and-symbols', 'female-nude', 'Sketch')";"Pablo Picasso"
"self-portrait-1907";"Self-Portrait";1907;"Expressionism";"self-portrait";"('male-portraits', 'famous-people', 'Pablo-Picasso', 'Face', 'Cheek', 'Head', 'Nose', 'Chin')";"Pablo Picasso"
